,0
1004,7.26415455565288e-16
1005,-8.239936510889834e-16
1006,-2.3197589682499853e-15
1007,2.0435042547006788e-15
1008,2.795940562405619e-15
1009,3.396154885093594e-15
1010,4.307752071719406e-15
1011,-4.621086499567717e-15
1012,4.0180532512312794e-15
1013,1.7034984534092246e-15
1014,4.8069187519317325e-15
1015,-1.17354043149831e-15
1016,6.179952383167375e-18
1017,2.1224341728576235e-15
1018,-1.8260132989000866e-15
1019,2.9065291839991403e-15
1020,1.8287238043313003e-15
1021,6.622306869541461e-16
1022,3.142017895862992e-15
1023,-1.4209553672595021e-15
1024,2.9327668765732895e-15
1025,1.6948248360293405e-15
1026,-1.0631144402306614e-15
1027,2.920027501046585e-15
1028,-2.095979639848977e-15
1029,3.47649426607477e-16
1030,-2.1011567052225955e-15
1031,2.0521101094447824e-15
1032,1.0767211774953545e-15
1033,3.606327476229909e-15
1034,3.8212705569251604e-16
1035,-3.8798174742393776e-16
1036,5.536478393797228e-16
1037,-1.5731502472221548e-15
1038,-9.025983085941824e-16
1039,5.653436703154102e-16
1040,-1.3438143826871585e-15
1041,1.5612511283791264e-15
1042,-1.8625915696943163e-16
1043,-4.5969765537570706e-15
1044,-5.412879346133881e-16
1045,1.0604581449080719e-15
1046,6.67136701784643e-15
1047,1.3295842291732862e-15
1048,4.675892919386859e-16
1049,1.7470291706345176e-15
1050,7.688619706180955e-16
1051,-7.197476122045021e-16
1052,7.338151353925015e-16
1053,-2.2669583224499412e-15
1054,2.5628370953212354e-15
1055,-2.4294802281055183e-15
1056,2.747368305078268e-16
1057,-3.3649298625260116e-15
1058,-7.270659768687793e-16
1059,2.4742577778291697e-15
1060,3.2529859882168832e-15
1061,-9.410874857174178e-16
1062,-1.0005017647696235e-15
1063,-9.47809539186828e-16
1064,-4.186971949704521e-15
1065,-1.3382307414988581e-15
1066,9.19837123136702e-16
1067,-8.540260512668318e-16
1068,3.428030428964668e-15
1069,-1.6410213032197474e-15
1070,8.94033111431547e-16
1071,-1.229485263598562e-15
1072,-2.2516710718178956e-15
1073,4.2167875094478724e-15
1074,-2.682099334294641e-15
1075,1.860789083582559e-15
1076,-5.8715510752038735e-15
1077,-3.0897593511491905e-15
1078,8.22150507395758e-16
1079,3.84371354189561e-15
1080,1.600770297566223e-15
1081,5.726755875068434e-16
1082,-2.9631245374028836e-15
1083,-5.017687654262915e-16
1084,6.774501749504114e-16
1085,1.4840559336981585e-15
1086,2.701831813833877e-16
1087,-1.6320495302424298e-15
1088,1.1587952819525071e-15
1089,2.3097843082631186e-15
1090,2.6792804086461786e-15
1091,-1.360456886034811e-15
1092,-1.134725993723329e-15
1093,3.830703115825784e-15
1094,-2.7647155398380363e-16
1095,4.064782364865405e-15
1096,4.381911500317415e-15
1097,-3.639002619203191e-15
1098,4.145989107584569e-15
1099,-2.0840534159516366e-15
1100,3.252606517456513e-17
1101,-2.374836438612249e-15
1102,3.1988300897012323e-15
1103,-5.598820018715145e-16
1104,2.6172640443800077e-15
1105,1.9459260591769834e-15
1106,-3.3176586478056436e-15
1107,1.6332421526321639e-15
1108,-1.979753166958531e-15
1109,-3.4596891324012446e-15
1110,-8.89913143176102e-16
1111,-8.538092108323347e-18
1112,5.169475958410885e-16
1113,8.456776945386935e-18
1114,6.531233887052679e-16
1115,-2.0578157233774874e-15
1116,1.0824674490095276e-15
1117,-1.6622987708547754e-15
1118,-5.145406670181707e-15
1119,1.9225072922512965e-15
1120,7.734020672153785e-16
1121,-2.3548871186385156e-15
1122,1.1340754724198376e-15
1123,-1.951563910473908e-16
1124,-8.005748841632965e-16
1125,-3.668940151690947e-15
1126,-3.069728716012521e-15
1127,-2.0806923892169316e-15
1128,-3.4479797489384012e-15
1129,2.396710217442144e-15
1130,1.2706849461530112e-16
1131,6.857619398552284e-15
1132,6.524728674017766e-16
1133,2.9546406554031845e-15
1134,1.0707580655466842e-15
1135,1.5797909855286285e-15
1136,-4.731458280726741e-16
1137,3.0480175675084986e-15
1138,9.788177213199134e-16
1139,1.8283985436795547e-15
1140,3.453834440669823e-15
1141,4.773742165453676e-15
1142,1.8019440106709084e-15
1143,-2.6229018956769323e-15
1144,1.1668725881375241e-15
1145,6.40546643504436e-16
1146,1.61670806950176e-15
1147,1.0148132334464322e-15
1148,4.264383984819986e-15
1149,3.019719890806627e-15
1150,6.172362967959977e-16
1151,2.515457460383619e-15
1152,-6.626643678231403e-16
1153,1.0986220613795616e-15
1154,-3.816608487583473e-15
1155,1.4078907310810518e-15
1156,1.7149367863289466e-16
1157,-3.264749581788351e-15
1158,-1.8836928544763154e-15
1159,-1.0701075442431929e-15
1160,3.744183782461441e-15
1161,-4.344181264714919e-15
1162,6.366435156834882e-16
1163,-4.919675777870225e-15
1164,3.937822290467352e-16
1165,2.216109240560371e-16
1166,2.768618667658984e-15
1167,2.1046803622831733e-15
1168,6.409803243734302e-16
1169,4.0505793164058446e-16
1170,-3.71881345162528e-15
1171,-1.949395506128937e-16
1172,-3.878841692284141e-15
1173,-2.507000683438232e-15
1174,-1.9532986339498848e-15
1175,-2.1488887058662698e-16
1176,-2.850367511464391e-15
1177,1.337038119109124e-15
1178,4.738830855499643e-15
1179,8.635670303847043e-17
1180,-1.5121909800741573e-15
1181,1.1890716276191649e-15
1182,-6.466181756703548e-16
1183,4.362287440995427e-16
1184,-2.5343225781848666e-16
1185,1.8205380779290348e-15
1186,6.40546643504436e-16
1187,-3.6174405484978855e-16
1188,3.339410453891134e-15
1189,-2.7755846666172035e-15
1190,7.542794513981654e-16
1191,1.0321604682062002e-16
1192,1.331508688029448e-15
1193,5.139863686574875e-15
1194,-2.4314317920159922e-15
1195,4.746745531358787e-15
1196,-1.0375814790686277e-15
1197,3.964981554888114e-15
1198,1.2899701922960971e-15
1199,5.134847557461235e-15
1200,1.5478883366032425e-15
1201,-4.978331115401691e-15
1202,1.7017637299332478e-15
1203,-1.2949710748166865e-15
1204,-4.150759597143505e-15
1205,7.615436059538183e-16
1206,-1.1015494072452725e-16
1207,2.0972806824559598e-15
1208,4.228388472693467e-17
1209,2.185751579730777e-15
1210,-5.4969050145015075e-17
1211,-4.615231807836295e-15
1212,-3.846586677652697e-15
1213,-3.9707820365109114e-15
1214,2.6042536183101817e-15
1215,-4.524158825347513e-15
1216,2.987248035740686e-16
1217,-2.0564062605532563e-15
1218,-4.256144048309096e-15
1219,4.3091615345436374e-16
1220,5.814359410605263e-15
1221,1.947227101783966e-15
1222,-2.3973878437999474e-15
1223,1.4891516839088403e-15
1224,-2.503856497138024e-15
1225,1.615135976351656e-15
1226,-2.6516874633564225e-15
1227,-4.314040444319822e-16
1228,2.3386782961598573e-15
1229,2.0507684092563316e-15
1230,1.4953587413463199e-15
1231,1.1391712226305195e-15
1232,8.670906874452822e-16
1233,-1.5523606705647452e-15
1234,-1.2022717890691759e-15
1235,-1.1849245543094078e-15
1236,-3.662678884144843e-15
1237,-9.52932394451822e-16
1238,7.433290094560618e-16
1239,2.3119527126080897e-15
1240,9.82287168271867e-16
1241,5.46307790671996e-15
1242,5.334274688628682e-16
1243,-2.5721612340046107e-15
1244,9.95297594341693e-16
1245,1.5428196914468728e-15
1246,8.007917245977936e-16
1247,1.7145573155685767e-15
1248,-3.0182020077651472e-15
1249,1.124317652867468e-16
1250,1.97758476261356e-16
1251,7.36464654451513e-16
1252,-3.178880769727499e-16
1253,-9.640725717741105e-16
1254,1.5360976379774627e-15
1255,2.0675193328212327e-15
1256,-1.2037896721106556e-15
1257,4.828169114512448e-15
1258,-1.2449893546651047e-15
1259,2.4340338772299575e-15
1260,9.462916561453483e-16
1261,1.298006840899646e-15
1262,1.1796119636642288e-16
1263,-1.4975000406369787e-15
1264,2.1421666523968597e-15
1265,6.891189008317866e-16
1266,1.5291587440735555e-15
1267,2.2424011432431445e-15
1268,-3.0899761915836876e-16
1269,-1.0992183725744287e-15
1270,1.8897643866422342e-15
1271,-1.0337867714649285e-15
1272,-8.478460988836645e-17
1273,2.1161458002572076e-15
1274,8.66277535815918e-17
1275,5.421010862427522e-16
1276,2.1998462079730885e-15
1277,5.113097445441639e-16
1278,-2.8302013510561608e-15
1279,-5.803517388880408e-15
1280,-2.276390881350565e-15
1281,5.814793091474257e-15
1282,-3.213575239247035e-15
1283,2.8167572441173405e-15
1284,2.572974385633975e-15
1285,-3.9473632695852245e-15
1286,-2.5994831287512454e-15
1287,-4.949166076961831e-15
1288,1.4693107841523556e-15
1289,-7.639722188201858e-15
1290,1.857997262988409e-15
1291,1.4732139119733034e-15
1292,-7.690029169005186e-15
1293,-1.7014384692815021e-15
1294,7.966717563423487e-15
1295,-7.966717563423487e-16
1296,-3.60215329786584e-15
1297,1.396886079030324e-15
1298,-4.876307690970805e-15
1299,5.156465532341059e-16
1300,1.0037001611784557e-15
1301,-6.867770241392179e-15
1302,-1.5981140022436335e-16
1303,-4.7661527502462775e-15
1304,1.790234627208065e-15
1305,-6.691695808580533e-16
1306,-1.8629845929818423e-15
1307,2.6107588313450947e-16
1308,-4.658166213866721e-15
1309,-3.0637384990095384e-15
1310,8.304988641238964e-16
1311,2.735333660963679e-15
1312,4.024124783397198e-15
1313,-4.616966531312272e-15
1314,2.517083763642347e-15
1315,3.438059299060159e-15
1316,-6.233728810922656e-15
1317,1.13651492730793e-15
1318,-1.6991616447192825e-15
1319,8.265957363029486e-16
1320,-5.381979584218044e-15
1321,-5.108760636751697e-16
1322,1.7780915628762273e-15
1323,-2.862727416230726e-15
1324,2.9869769851975647e-16
1325,1.6922227508153753e-15
1326,2.329733628236852e-15
1327,-2.1597307275911248e-16
1328,2.398255205537936e-15
1329,1.439657854734877e-15
1330,4.593547764386585e-15
1331,-3.9849850849704715e-15
1332,5.369836519886206e-15
1333,4.158999533654395e-16
1334,6.649628764288096e-15
1335,9.50953725487036e-16
1336,1.9255430583342559e-16
1337,1.551710149261254e-15
1338,1.0268478775610212e-15
1339,-1.2260158166466084e-15
1340,-2.4101814294352764e-16
1341,5.046744272485526e-15
1342,2.5236431867858844e-15
1343,-3.995501846043581e-15
1344,1.3450612151855168e-15
1345,-1.1267028976469362e-15
1346,5.114615328483119e-15
1347,-5.302615985192105e-15
1348,-2.0794726617728854e-15
1349,-3.1356211030453274e-15
1350,-5.048045315092509e-15
1351,-1.3427843906232972e-15
1352,3.729655473350135e-15
1353,7.201948456006524e-16
1354,3.307683987818777e-15
1355,5.110929041096668e-15
1356,1.2475372297704457e-15
1357,-5.607493636095029e-16
1358,-3.1548114814983208e-15
1359,5.720250662033521e-16
1360,1.9644659163264855e-15
1361,3.0010716134398763e-15
1362,-1.3309665869432052e-15
1363,2.4574526441556444e-15
1364,-2.1241688963336003e-15
1365,-3.5171518475429764e-16
1366,1.263366581488734e-15
1367,9.889008015240286e-16
1368,-1.601149768326593e-15
1369,1.7151536267634437e-15
1370,-1.4877422210846092e-15
1371,1.5375071008016938e-15
1372,1.4202099782659183e-15
1373,8.663859560331666e-16
1374,2.0821018520411627e-15
1375,5.197231534026514e-15
1376,1.1969591984239969e-15
1377,-2.656945843892977e-15
1378,-5.26488574958961e-16
1379,-7.385585198971256e-16
1380,-7.078539143723361e-15
1381,5.655740632770634e-16
1382,4.937456693498987e-16
1383,-5.009447717752025e-15
1384,-2.7533856271355628e-15
1385,3.5540147214074835e-15
1386,4.7102079181460255e-15
1387,6.268856961311187e-16
1388,-1.718541758552461e-15
1389,-2.110291108525786e-15
1390,3.6499666136724507e-16
1391,9.045498725046563e-16
1392,2.325613659981407e-16
1393,-2.7787830630260357e-15
1394,-1.0831925092123773e-15
1395,-2.3995562481449184e-15
1396,2.8852788214184244e-15
1397,-5.7055055124877185e-15
1398,-4.700233258159159e-15
1399,-3.455786004580297e-15
1400,-5.627442956068762e-15
1401,-3.45481022262506e-15
1402,8.846222365743728e-15
1403,1.7905327828054984e-15
1404,3.930883396563445e-15
1405,4.651227319962814e-17
1406,2.259043646590797e-15
1407,4.262215580475015e-15
1408,6.2759042754323424e-15
1409,1.790017786773568e-15
1410,-2.84147705365001e-15
1411,1.142423829147976e-15
1412,-3.220080452281948e-15
1413,-2.2854981795994433e-16
1414,-3.081736255072798e-15
1415,3.920475055707584e-15
1416,2.892651396191326e-16
1417,-2.154255506620073e-15
1418,-1.3994339541356648e-15
1419,2.0331501239534422e-16
1420,2.3513092514693135e-15
1421,2.2659825404947043e-15
1422,9.955144347761902e-16
1423,-6.92540913938694e-16
1424,2.7373936450914016e-15
1425,6.108395039783332e-16
1426,-2.5283594662361963e-16
1427,5.503410227536421e-16
1428,-1.6586124834683247e-15
1429,3.3501847129802087e-16
1430,2.317698984122263e-15
